@thevinh_1510,Tui đó nếu ai k nhận ra :))),1051.0,https://www.tiktok.com/@mquangwiqw/video/7537192141693390088,POS
@kudoskibidi1221,Top những idol ko bao giờ rep bl : Top 1 Minh Quang 😌,197.0,https://www.tiktok.com/@mquangwiqw/video/7537192141693390088,POS
@minhhthu_waratins,Sao hỏng @ bà hoa xù nhỉ?,7.0,https://www.tiktok.com/@mquangwiqw/video/7537192141693390088,NEG
@phanhmao,Quần ổng mặc ở đây🦋💕: CKX-MRR-BZL,0.0,https://www.tiktok.com/@mquangwiqw/video/7537192141693390088,POS
@minkaa45,xin link quần vs ạ,0.0,https://www.tiktok.com/@mquangwiqw/video/7537192141693390088,POS
@iuanimekinhdi,e đi ăn đám cưới ở đó,0.0,https://www.tiktok.com/@mquangwiqw/video/7537192141693390088,NEU
@qianqwid_210,Dạ cho hỏi có ng xung quanh ko ạ😌,0.0,https://www.tiktok.com/@mquangwiqw/video/7537192141693390088,POS
@thuymaivoanh46,Em nhận sâu🦋nhé,0.0,https://www.tiktok.com/@mquangwiqw/video/7537192141693390088,POS
@min021196,Xem mấy chục lần vẫn ko thấy cuốn ở đâu,0.0,https://www.tiktok.com/@mquangwiqw/video/7537192141693390088,POS
@ha0ffhh7,Nhảy cuốn quá,1.0,https://www.tiktok.com/@mquangwiqw/video/7537192141693390088,POS
@maiitran139,thích anh quang nhảy với ai cũng hết mình mà vv nữa 🥰,1.0,https://www.tiktok.com/@mquangwiqw/video/7537192141693390088,POS
@muzikcuatongtai16,ổng đọc mà ổng k rep😜☺️☺️,0.0,https://www.tiktok.com/@mquangwiqw/video/7537192141693390088,POS
@_maingoc_,nín thở chờ anh rep 💔,0.0,https://www.tiktok.com/@mquangwiqw/video/7537192141693390088,NEG
@ng.ng.minh0,lấy đi người anh thương nhất trên đời mà anh nhảy vui cỡ đó 😌😌😌,2.0,https://www.tiktok.com/@mquangwiqw/video/7537192141693390088,POS
@dyowi5k3680w,áo xanh tí ra quán gặp có xíu việc,0.0,https://www.tiktok.com/@mquangwiqw/video/7537192141693390088,POS
@buon_02.210,Khúc cuối 🥲,0.0,https://www.tiktok.com/@mquangwiqw/video/7537192141693390088,POS
@v.k.m.7,"một ng ở Last Fire Crew, một ng ở Vũ đoàn bước nhảy mà gặp nhau lại tẻn như thế này",0.0,https://www.tiktok.com/@mquangwiqw/video/7537192141693390088,POS
@buoicac532,cóa hậu trường ko 🗿,0.0,https://www.tiktok.com/@mquangwiqw/video/7537192141693390088,POS
@ngocphwg05,Cái hậu trường đi ạaa,2.0,https://www.tiktok.com/@mquangwiqw/video/7537192141693390088,POS
@_panda1233,Em gặp anh r đó hôm 9/8 anh đi thi ở rise up nè,0.0,https://www.tiktok.com/@mquangwiqw/video/7537192141693390088,POS
@phuocloc25_01,Ai có kính người đó xinh,1038.0,https://www.tiktok.com/@binhanndayne/video/7537551581143764232,POS
@binff9999,hơi ảo nha,120.0,https://www.tiktok.com/@binhanndayne/video/7537551581143764232,POS
@_xuem251,Hai người đẹp,528.0,https://www.tiktok.com/@binhanndayne/video/7537551581143764232,POS
@wag.shin9,nay dc uống 4 bình sữa h lo quá,3.0,https://www.tiktok.com/@binhanndayne/video/7537551581143764232,POS
@tieuholy006,Tới đây với tôi nào 😋,161.0,https://www.tiktok.com/@binhanndayne/video/7537551581143764232,POS
@ngpthaonguyen.ne,đã bình an lại còn phương thy thứ gì mà chịu nỗi day🥰,6.0,https://www.tiktok.com/@binhanndayne/video/7537551581143764232,POS
@quny_otp,ê t đầu luôn nè,25.0,https://www.tiktok.com/@binhanndayne/video/7537551581143764232,POS
@baonq.08,E thích c mặc váy đen,29.0,https://www.tiktok.com/@binhanndayne/video/7537551581143764232,POS
@nguyenhendz,BA tonhown,1.0,https://www.tiktok.com/@binhanndayne/video/7537551581143764232,NEU
@user439221177,Thằng kia nó cmt nói bình an có ỉa ra máu nó cũng ăn luôn😅,1.0,https://www.tiktok.com/@binhanndayne/video/7537551581143764232,NEG
@adutangnamkg,Rep em đi chị bình an,0.0,https://www.tiktok.com/@binhanndayne/video/7537551581143764232,POS
@nguyennamloi,Đep qua ❤️❤️❤️,1.0,https://www.tiktok.com/@binhanndayne/video/7537551581143764232,POS
@MS4wLjABAAAAC13SMswWYp-yNiVjLFu89sN96uVgyaGRLMXhuEhtTLPnq6QfguvV4Jky9OKsKG_8,hay quá em ek.,0.0,https://www.tiktok.com/@binhanndayne/video/7537551581143764232,POS
@thuyy.linhh497,xin link váy với,7.0,https://www.tiktok.com/@binhanndayne/video/7537551581143764232,POS
@kecodon3443,Tuyệt E Đẹp Quá ❤️❤️❤️,1.0,https://www.tiktok.com/@binhanndayne/video/7537551581143764232,POS
@cau4ct,Bình An nhất🥰🥰🥰,1.0,https://www.tiktok.com/@binhanndayne/video/7537551581143764232,POS
@mt07.ab,ádu,1.0,https://www.tiktok.com/@binhanndayne/video/7537551581143764232,POS
@yen.xoi3,Em cũng là người miền trung nhưng mà là thanh hoá,2.0,https://www.tiktok.com/@binhanndayne/video/7537551581143764232,POS
@quochuy04vn,bài học rút ra là gì!!,1.0,https://www.tiktok.com/@binhanndayne/video/7537551581143764232,POS
@user29379963148665,ý tôi bảo là bình an nha,1.0,https://www.tiktok.com/@binhanndayne/video/7537551581143764232,POS
@thybui1505,hi nhìn giống Thúy Ngân,15.0,https://www.tiktok.com/@lethikimanhhhh1/video/7536453087951670546,POS
